id,serial,exam_type,exam_session,subject,subtopic,stem,case_text,choices_json,answer_text,explanation,explanation_version
3806,A26-056,"あん摩マッサージ指圧師",26,"臨床医学各論","運動器疾患","骨腫瘍と好発時期の組合せで正しいのはどれか。",,"[""ユーイング肉腫 … 老年期"", ""孤立性骨嚢腫 … 壮年期"", ""多発性骨髄腫 … 青年期"", ""骨肉腫 … 成長期""]","解答　４．","骨肉腫は10歳代の成長期に好発する代表的な悪性骨腫瘍である。ユーイング肉腫は小児から若年者、孤立性骨嚢腫は幼少期から青年期、多発性骨髄腫は中年以降（老年期）に好発する。",1
3807,A26-057,"あん摩マッサージ指圧師",26,"臨床医学各論","運動器疾患","脊柱管狭窄を生じないのはどれか。",,"[""黄色靭帯の肥厚"", ""椎間板の後方への膨隆"", ""椎間関節の肥大"", ""前縦靭帯の骨化""]","解答　４．","脊柱管狭窄は、脊柱管を構成する組織の変性によって管腔が狭くなる病態である。黄色靭帯の肥厚、椎間板の膨隆、椎間関節の肥大は脊柱管の内側に位置するため狭窄の原因となる。前縦靭帯は椎体の前方にあるため、骨化しても脊柱管狭窄は生じない。",1
3808,A26-058,"あん摩マッサージ指圧師",26,"臨床医学各論","運動器疾患","坐骨神経痛の原因として最も多い椎間板ヘルニアの高位はどれか。",,"[""第10胸椎-第11胸椎間"", ""第12胸椎-第1腰椎間"", ""第2腰椎-第3腰椎間"", ""第4腰椎-第5腰椎間""]","解答　４．","腰椎椎間板ヘルニアは、可動性と負担の大きい下位腰椎（L4/5間およびL5/S1間）で最も多く発生し、坐骨神経痛の主要な原因となる。",1
3809,A26-059,"あん摩マッサージ指圧師",26,"臨床医学各論","運動器疾患","肩関節脱臼で正しいのはどれか。",,"[""後方脱臼の頻度が高い。"", ""関節強直を起こすことが多い。"", ""合併症として腋窩神経損傷がある。"", ""再脱臼を起こすことはまれである。""]","解答　３．","肩関節脱臼は前方脱臼が圧倒的に多く、合併症として腋窩神経損傷（三角筋の麻痺や感覚障害）や、反復性脱臼（再脱臼）への移行が問題となる。",1
3824,A26-074,"あん摩マッサージ指圧師",26,"臨床医学各論","運動器疾患","本症例の下肢の筋肉痛で最も適切なのはどれか。","次の文で示す症例について、A26-074、A26-075の問いに答えよ。
「65歳の男性。久しぶりに山歩きをした。その日は症状はなかったが、２日後に下肢の筋肉に強い痛みが起こり来院した。」","[""肉ばなれによる筋肉痛"", ""筋線維の損傷による筋肉痛"", ""下腿の虚血による筋肉痛"", ""筋膜の炎症による筋肉痛""]","解答　２．","運動の数時間から数日後に現れる痛みは遅発性筋肉痛（DOMS）と呼ばれ、伸張性収縮などによる微細な筋線維の損傷とそれに伴う炎症が原因と考えられている。肉ばなれは受傷直後に激痛が走る。",1
3825,A26-075,"あん摩マッサージ指圧師",26,"臨床医学各論","運動器疾患","本症例の筋肉痛に対する治療として患部にしてはならないのはどれか。","次の文で示す症例について、A26-074、A26-075の問いに答えよ。
「65歳の男性。久しぶりに山歩きをした。その日は症状はなかったが、２日後に下肢の筋肉に強い痛みが起こり来院した。」","[""電気療法"", ""冷却"", ""マッサージ"", ""筋力抵抗訓練""]","解答　４．","遅発性筋肉痛（DOMS）の急性期において、さらに負荷をかける筋力抵抗訓練は損傷を悪化させる可能性があるため禁忌である。消炎鎮痛を目的とした冷却や軽度のマッサージ、物理療法が適応となる。",1
3958,A27-058,"あん摩マッサージ指圧師",27,"臨床医学各論","運動器疾患","腰椎椎間板ヘルニアの診断を受けている患者が今朝から急に尿閉となった。速やかに行うべき治療法はどれか。",,"[""ベッド上安静"", ""副腎皮質ステロイドの投与"", ""腰部硬膜外ブロック"", ""椎間板切除術""]","解答　４．","腰椎椎間板ヘルニアにおいて、尿閉や排尿障害が出現した場合は馬尾神経が高度に圧迫されている「馬尾症候群」が疑われる。これは緊急手術の適応であり、神経機能の不可逆的な損傷を防ぐために速やかな椎間板切除（除圧）が必要となる。",1
3959,A27-059,"あん摩マッサージ指圧師",27,"臨床医学各論","運動器疾患","骨肉腫について正しいのはどれか。",,"[""好発年齢は60歳代である。"", ""初発症状は運動時痛が多い。"", ""好発部位は手指骨である。"", ""化学療法は行わない。""]","解答　２．","骨肉腫は10歳代の若年者に好発する悪性骨腫瘍である。膝関節周囲（大腿骨遠位、脛骨近位）などの長管骨骨端部に好発し、初発症状は運動時の痛みや局所の腫脹である。治療は術前後の化学療法と手術療法の併用が標準的である。",1
3960,A27-060,"あん摩マッサージ指圧師",27,"臨床医学各論","運動器疾患","外傷と合併する神経麻痺の組合せで最も適切なのはどれか。",,"[""上腕骨骨幹部骨折 … 腋窩神経麻痺"", ""橈骨遠位端骨折 … 正中神経麻痺"", ""肩関節前方脱臼 … 尺骨神経麻痺"", ""股関節後方脱臼 … 大腿神経麻痺""]","解答　２．","橈骨遠位端骨折（コーレス骨折など）では、腫脹や変形により手根管を通る正中神経が圧迫され麻痺を合併することがある。上腕骨骨幹部骨折では橈骨神経、肩関節前方脱臼では腋窩神経、股関節後方脱臼では坐骨神経の麻痺が代表的である。",1
3974,A27-074,"あん摩マッサージ指圧師",27,"臨床医学各論","運動器疾患","本症例で障害されている神経根はどれか。","次の文で示す症例について、A27-074、A27-075の問いに答えよ。
「50歳の男性。肩の痛みで来院。2日前に左肩から上腕外側の疼痛が出現し、昨日から前腕橈側のしびれを認めた。左肩関節の挙上時痛、関節拘縮はない。」","[""C2"", ""C4"", ""C6"", ""Th1""]","解答　３．","上腕外側の疼痛および前腕橈側のしびれは、C6神経根の支配領域（デルマトーム）に一致する。C5は上腕外側、C6は前腕橈側・母指、C7は中指、C8は前腕尺側・小指を主に支配する。",1
3975,A27-075,"あん摩マッサージ指圧師",27,"臨床医学各論","運動器疾患","本症例で避けるべき動作はどれか。","次の文で示す症例について、A27-074、A27-075の問いに答えよ。
「50歳の男性。肩の痛みで来院。2日前に左肩から上腕外側の疼痛が出現し、昨日から前腕橈側のしびれを認めた。左肩関節の挙上時痛、関節拘縮はない。」","[""上肢を挙上する。"", ""肩甲骨を中央に寄せる。"", ""肩甲骨を挙上する。"", ""頸椎を後屈する。""]","解答　４．","本症例は頸椎症性神経根症が疑われる。頸椎を後屈させる動作（ジャクソンテストやスパーリングテストの肢位）は、椎間孔を狭めて神経根の圧迫を強めるため、避けるべきである。",1
4107,A28-057,"あん摩マッサージ指圧師",28,"臨床医学各論","運動器疾患","骨粗鬆症患者に好発する骨折部位はどれか。",,"[""上腕骨骨幹部"", ""橈骨頸部"", ""大腿骨転子部"", ""踵骨体部""]","解答　３．","骨粗鬆症による骨折の好発部位は、椎体（圧迫骨折）、大腿骨近位部（頸部・転子部）、橈骨遠位端、上腕骨近位部である。これらは高齢者の転倒などで容易に発生する。",1
4108,A28-058,"あん摩マッサージ指圧師",28,"臨床医学各論","運動器疾患","上肢の骨折で偽関節になりやすい部位はどれか。",,"[""鎖骨骨幹部"", ""上腕骨近位部"", ""橈骨遠位部"", ""舟状骨体部""]","解答　４．","手舟状骨は血行が乏しいため、骨折の部位（特に体部や近位）によっては骨癒合が起こりにくく、偽関節を形成しやすい。他には大腿骨頸部や脛骨中下1/3などが偽関節の好発部位として知られる。",1
4109,A28-059,"あん摩マッサージ指圧師",28,"臨床医学各論","運動器疾患","腰部脊柱管狭窄症の治療で最も適切なのはどれか。",,"[""膀胱直腸障害は観血的治療の適応である。"", ""片側性の下肢痛は保存的治療では改善しにくい。"", ""会陰部の異常感覚は保存的治療で改善しやすい。"", ""手術は脊椎固定術を要することが多い。""]","解答　１．","腰部脊柱管狭窄症において、膀胱直腸障害（排尿・排便障害）や進行性の筋力低下、会陰部のしびれ（馬尾症状）が認められる場合は、緊急または早期の観血的治療（手術）の適応となる。",1
4112,A28-062,"あん摩マッサージ指圧師",28,"臨床医学各論","運動器疾患","肘部管症候群を疑う所見はどれか。",,"[""フローマン徴候陽性"", ""ファレンテスト陽性"", ""母指球筋の萎縮"", ""下垂手""]","解答　１．","肘部管症候群は尺骨神経麻痺を引き起こす。尺骨神経支配の母指内転筋が麻痺するため、代償的に長母指屈筋を用いるフローマン徴候が陽性となる。ファレンテストや母指球筋萎縮は正中神経麻痺（手根管症候群）、下垂手は橈骨神経麻痺の所見である。",1
4120,A28-070,"あん摩マッサージ指圧師",28,"臨床医学各論","運動器疾患","この手指変形はどれか。","次の文で示す症例について、A28-070、A28-071の問いに答えよ。
「63歳の女性。30年前に関節リウマチと診断された。両手の示指、中指にPIP関節屈曲、DIP関節過伸展の変形を認める。」","[""Z変形"", ""ボタン穴変形"", ""槌指変形"", ""尺側偏位""]","解答　２．","関節リウマチに特徴的な手指変形のうち、PIP関節が屈曲しDIP関節が過伸展するものをボタン穴変形と呼ぶ。逆にPIP関節が過伸展しDIP関節が屈曲するものはスワンネック変形である。",1
4122,A28-072,"あん摩マッサージ指圧師",28,"臨床医学各論","運動器疾患","本症例でみられるのはどれか。","次の文で示す症例について、A28-072、A28-073の問いに答えよ。
「58歳の男性。1か月前に転倒し、右肩を打撲して以来、夜間痛がある。左手で支えれば右肩は側方挙上できるが、支えなければ90度以上の挙上が困難である。」","[""アリス徴候"", ""ガワーズ徴候"", ""ティネル徴候"", ""インピンジメント徴候""]","解答　４．","腱板損傷や肩関節周囲炎では、肩を挙上する際に腱板が烏口肩峰アーチに衝突して痛みが生じるインピンジメント徴候が陽性となる。アリス徴候は股関節脱臼、ガワーズ徴候は筋ジストロフィー、ティネル徴候は末梢神経障害でみられる。",1
4123,A28-073,"あん摩マッサージ指圧師",28,"臨床医学各論","運動器疾患","本症例で損傷の可能性が高いのはどれか。","次の文で示す症例について、A28-072、A28-073の問いに答えよ。
「58歳の男性。1か月前に転倒し、右肩を打撲して以来、夜間痛がある。左手で支えれば右肩は側方挙上できるが、支えなければ90度以上の挙上が困難である。」","[""棘上筋"", ""大円筋"", ""上腕二頭筋"", ""肩甲下筋""]","解答　１．","外傷後の夜間痛、および自動運動での挙上困難（他動運動は可能）から、腱板断裂が疑われる。腱板を構成する筋の中で最も損傷しやすいのは棘上筋であり、肩関節の外転（側方挙上）の初期動作を担う。",1
4247,A29-047,"あん摩マッサージ指圧師",29,"臨床医学各論","運動器疾患","関節リウマチに特異性が高い検査はどれか。",,"[""CRP"", ""赤血球沈降速度"", ""抗核抗体"", ""抗CCP抗体""]","解答　４．","抗CCP抗体（抗環状シトルリン化ペプチド抗体）は、関節リウマチに対して感度・特異度ともに高く、早期診断に有用である。CRPや赤沈は炎症の指標であり特異性は低い。",1
4248,A29-048,"あん摩マッサージ指圧師",29,"臨床医学各論","運動器疾患","骨粗鬆症について正しいのはどれか。",,"[""骨と類骨の成分比では類骨の割合が多くなる。"", ""骨量は減少する。"", ""血液生化学検査ではALPが高値を示す。"", ""正常骨量は年齢により変化しない。""]","解答　２．","骨粗鬆症は、骨基質と石灰化成分がともに減少（骨量の減少）し、骨の微細構造が破壊されて骨折しやすくなる疾患である。類骨の割合が増えるのは骨軟化症である。血液検査値（Ca, P, ALP）は通常正常範囲内である。",1
4249,A29-049,"あん摩マッサージ指圧師",29,"臨床医学各論","運動器疾患","骨肉腫について正しいのはどれか。",,"[""好発部位は脊椎である。"", ""好発年齢は40歳代である。"", ""手術単独療法が中心である。"", ""最近の5年生存率は60%以上である。""]","解答　４．","骨肉腫は10歳代の若年者に好発する悪性骨腫瘍で、膝関節周囲（大腿骨遠位、脛骨近位）に多い。化学療法と手術の併用により、現在の5年生存率は60〜70%以上に向上している。",1
4250,A29-050,"あん摩マッサージ指圧師",29,"臨床医学各論","運動器疾患","変形性股関節症について正しいのはどれか。",,"[""一次性が多い。"", ""男性に多い。"", ""発育性股関節形成不全は原因となる。"", ""ペルテス病は原因とならない。""]","解答　３．","日本では発育性股関節形成不全や股関節臼蓋形成不全を背景とした二次性変形性股関節症が圧倒的に多く、女性に好発する。ペルテス病も二次性の原因となり得る。",1
4407,A30-047,"あん摩マッサージ指圧師",30,"臨床医学各論","運動器疾患","疾患と炎症部位の組合せで正しいのはどれか。",,"[""上腕二頭筋長頭腱炎 … 大結節"", ""テニス肘 … 上腕骨外側上顆"", ""ドケルバン病 … 背側第二コンパートメント"", ""長腓骨筋腱鞘炎 … 内果""]","解答　2．","テニス肘（上腕骨外側上顆炎）は、短橈側手根伸筋の起始部である外側上顆に炎症が生じる。上腕二頭筋長頭腱炎は結節間溝、ドケルバン病は第1コンパートメント、内果を通るのは後脛骨筋腱などである。",1
4408,A30-048,"あん摩マッサージ指圧師",30,"臨床医学各論","運動器疾患","脱臼の部位と損傷神経の組合せで正しいのはどれか。",,"[""肩関節脱臼 … 肩甲上神経"", ""橈骨頭脱臼 … 橈骨神経"", ""股関節脱臼 … 大腿神経"", ""膝関節脱臼 … 総腓骨神経""]","解答　2.4.","橈骨頭脱臼やモンテジア骨折では橈骨神経（特に後骨間神経）麻痺を合併しやすい。膝関節脱臼では総腓骨神経麻痺の合併が多い。肩関節脱臼は腋窩神経、股関節脱臼（後方）は坐骨神経損傷が多い。",4
4409,A30-049,"あん摩マッサージ指圧師",30,"臨床医学各論","運動器疾患","骨腫瘍と好発年齢の組合せで正しいのはどれか。",,"[""骨巨細胞腫 … 1歳未満"", ""骨肉腫 … 10歳代"", ""ユーイング肉腫 … 50歳代"", ""孤立性骨嚢腫 … 70歳代""]","解答　2．","骨肉腫は10歳代の成長期に好発する代表的な悪性骨腫瘍である。骨巨細胞腫は20～40歳代、ユーイング肉腫は小児から若年者（10歳代）、孤立性骨嚢腫は小児から若年者に多い。",1
9927,A31-047,"あん摩マッサージ指圧師",31,"臨床医学各論","運動器疾患","偽痛風患者の関節に沈着している結晶成分はどれか。",,"[""尿酸ナトリウム"", ""シュウ酸カルシウム"", ""ビリルビンカルシウム"", ""ピロリン酸カルシウム""]","解答　4.","偽痛風はピロリン酸カルシウム（CPPD）の結晶が関節軟骨などに沈着して起こる。尿酸ナトリウムは痛風の原因物質である。シュウ酸カルシウムは尿路結石、ビリルビンカルシウムは胆石の成分として知られる。",1
9928,A31-048,"あん摩マッサージ指圧師",31,"臨床医学各論","運動器疾患","腱板断裂で陽性になることが多いのはどれか。",,"[""ヤーガソンテスト"", ""アイヒホッフテスト"", ""フロマン徴候"", ""インピンジメント徴候""]","解答　4.","腱板断裂や腱板損傷では、肩挙上時に大結節が肩峰などと衝突して痛みが生じるインピンジメント徴候（Neerテスト、Hawkinsテストなど）が陽性となることが多い。",1
9929,A31-049,"あん摩マッサージ指圧師",31,"臨床医学各論","運動器疾患","頸椎後縦靱帯骨化症について正しいのはどれか。",,"[""欧米人に多い。"", ""我が国では女性に多い。"", ""難治性疾患に認定されている。"", ""アキレス腱反射は減弱する。""]","解答　3.","頸椎後縦靱帯骨化症（OPLL）は、指定難病の一つである。欧米人に比べ日本人に多く、女性より男性に好発する。脊髄圧迫により錐体路障害（アキレス腱反射亢進など）を呈する。",1
9930,A31-050,"あん摩マッサージ指圧師",31,"臨床医学各論","運動器疾患","高齢者の非外傷性骨折で多い部位はどれか。",,"[""上腕骨近位部"", ""橈骨遠位部"", ""胸腰椎移行部"", ""大腿骨近位部""]","解答　3.","骨粗鬆症を有する高齢者では、くしゃみや尻餅などの軽微な外力、あるいは明らかな外傷なしに胸腰椎移行部の椎体圧迫骨折（いつの間にか骨折）が生じることが多い。",1
9931,A31-051,"あん摩マッサージ指圧師",31,"臨床医学各論","運動器疾患","関節リウマチの初期症状はどれか。",,"[""関節のこわばり"", ""関節の強直"", ""関節の変形"", ""関節の破壊""]","解答　1.","関節リウマチの初期には、朝方に手足の関節が動かしにくくなる「朝のこわばり」が出現しやすい。強直や変形は病期が進行してから生じる変化である。",1
9934,A31-054,"あん摩マッサージ指圧師",31,"臨床医学各論","運動器疾患","ＤＩＰ関節の変形性関節症はどれか。",,"[""ボタン穴変形"", ""マレット変形"", ""ブシャール結節"", ""ヘバーデン結節""]","解答　4.","変形性関節症により手指のDIP関節（遠位指節間関節）背側に生じる骨性隆起をヘバーデン結節という。PIP関節に生じるものはブシャール結節である。",1
10099,A32-059,"あん摩マッサージ指圧師",32,"臨床医学各論","運動器疾患","小児期に発生することが多いのはどれか。",,"[""ロコモティブシンドローム"", ""スワンネック変形"", ""ヘバーデン結節"", ""野球肘""]","解答　４．","野球肘（離断性骨軟骨炎や内側上顆剥離骨折など）は、成長期の小児・学童期にスポーツ（投球動作）によって生じやすい。他は主に成人〜高齢者の疾患である。",1
4570,A33-050,"あん摩マッサージ指圧師",33,"臨床医学各論","運動器疾患","肘内障について正しいのはどれか。",,"[""肘関節外側部に腫脹を認める。"", ""肘関節の外反動揺性を認める。"", ""腕橈関節の後方脱臼である。"", ""単純エックス線像では異常を認めない。""]","解答　４．","肘内障は橈骨頭が輪状靱帯から外れかかる亜脱臼状態で、小児に多い。骨折や完全脱臼ではないため、X線像では異常を認めないのが特徴である。整復されると速やかに使用可能となる。",1
10432,A34-052,"あん摩マッサージ指圧師",34,"臨床医学各論","運動器疾患","関節リウマチについて正しいのはどれか。",,"[""男性に多い。"", ""大関節は罹患しない。"", ""肺病変は起こらない。"", ""生物学的製剤による薬物療法が有効である。""]","解答　4．","関節リウマチは女性に多く、手指などの小関節から膝などの大関節まで広く罹患する。間質性肺炎などの関節外症状も伴う。近年は生物学的製剤やJAK阻害薬により、寛解を目指す治療が可能となっている。",1
10438,A34-058,"あん摩マッサージ指圧師",34,"臨床医学各論","運動器疾患","肘部管症候群でみられるのはどれか。",,"[""横手根靱帯の肥厚"", ""小指のしびれ"", ""ファレンテスト陽性"", ""母指球筋の萎縮""]","解答　2．","肘部管症候群は肘関節部での尺骨神経麻痺であり、尺骨神経の支配領域である小指と環指の尺側にしびれや感覚障害が生じる。母指球筋の萎縮やファレンテスト陽性は、正中神経麻痺である手根管症候群の特徴である。",1
4756,B01-076,"はり師・きゆう師",1,"臨床医学各論","運動器疾患","第６頚椎脱臼骨折による脊髄損傷患者の初期に見られるのはどれか。",,"[""呼吸停止"", ""痙性麻痺"", ""弛緩性麻痺"", ""交代性麻痺""]","解答　３．","脊髄損傷の急性期（脊髄ショック期）には、損傷部位以下の反射が消失し、弛緩性麻痺を呈する。その後、慢性期に移行すると腱反射が亢進し、痙性麻痺へと変化する。",1
4757,B01-077,"はり師・きゆう師",1,"臨床医学各論","運動器疾患","膝半月板損傷で見られるのはどれか。",,"[""前方引き出し症状陽性"", ""後方引き出し症状陽性"", ""嵌頓症状"", ""側方動揺性""]","解答　３．","膝半月板損傷では、断裂した半月板が関節に挟まり膝が動かなくなる嵌頓（ロッキング）症状が特徴的である。前方・後方引き出し症状は十字靭帯損傷、側方動揺性は側副靭帯損傷で見られる。",1
4915,B02-075,"はり師・きゆう師",2,"臨床医学各論","運動器疾患","頚椎後縦靱帯骨化症が多くみられる部位はどれか。",,"[""Ｃ1"", ""Ｃ3"", ""Ｃ5"", ""Ｃ7""]","解答　３．","頚椎後縦靱帯骨化症（OPLL）は、頚椎の後縦靱帯が骨化し脊髄を圧迫する疾患である。好発部位は中位頚椎であるC4、C5、C6付近に多い。",1
4917,B02-077,"はり師・きゆう師",2,"臨床医学各論","運動器疾患","脱臼の症状で誤っているのはどれか。",,"[""発赤"", ""疼痛"", ""変形"", ""ばね様固定""]","解答　１．","脱臼の固有症状には、関節の変形、弾発性固定（ばね様固定）、関節空虚などがある。疼痛も伴うが、発赤は炎症や感染症で顕著な症状であり、脱臼の主要な徴候ではない。",1
4919,B02-079,"はり師・きゆう師",2,"臨床医学各論","運動器疾患","先天性股関節脱臼について誤っている記述はどれか。",,"[""女児に多い。"", ""開排制限がある。"", ""大腿内側の皮膚溝が非対称となる。"", ""内反足を伴う。""]","解答　４．","先天性股関節脱臼（発育性股関節形成不全）は女児に多く、股関節の開排制限、大腿皮膚溝の非対称、クリックサインなどが特徴である。内反足は別の先天異常であり、必ずしも伴うものではない。",1
4920,B02-080,"はり師・きゆう師",2,"臨床医学各論","運動器疾患","Ｌ5-Ｓ1の椎間板ヘルニアの所見で誤っているのはどれか。",,"[""ラセーグ徴候陽性"", ""膝蓋腱反射消失"", ""アキレス腱反射消失"", ""腓腹筋筋力低下""]","解答　２．","L5/S1のヘルニアではS1神経根が圧迫される。S1障害ではアキレス腱反射の低下・消失、腓腹筋の筋力低下がみられる。膝蓋腱反射の消失はL4神経根障害（L3/4ヘルニア）でみられる所見である。",1
5081,B03-081,"はり師・きゆう師",3,"臨床医学各論","運動器疾患","大腿骨頚部内側骨折について誤っているのはどれか。",,"[""老人に多い。"", ""下肢は外旋位をとる。"", ""骨頭への血行は保たれている。"", ""骨癒合に長期間を要する。""]","解答　３．","大腿骨頸部内側骨折は関節包内の骨折であり、骨頭への血行が遮断されやすいため、骨頭壊死や偽関節を起こしやすい。高齢者に多く、受傷後は下肢が短縮・外旋位をとるのが特徴である。外側骨折（転子部骨折）に比べて骨癒合に時間を要する。",1
5082,B03-082,"はり師・きゆう師",3,"臨床医学各論","運動器疾患","骨粗しょう症について誤っているのはどれか。",,"[""閉経後の女性に発生しやすい。"", ""海綿骨の骨梁が減少する。"", ""腰背部痛の原因となる。"", ""脊椎圧迫骨折があれば手術を行う。""]","解答　４．","骨粗鬆症に伴う脊椎圧迫骨折は、多くの場合、安静やコルセットによる保存療法が第一選択となる。閉経後の女性はエストロゲン減少により骨吸収が促進され発症しやすい。海綿骨の骨梁減少により骨強度が低下し、腰背部痛の原因となる。",1
5083,B03-083,"はり師・きゆう師",3,"臨床医学各論","運動器疾患","椎間板ヘルニアについて誤っているのはどれか。",,"[""脱出した髄核が神経根を圧迫する。"", ""Ｌ5ーＳ1間のヘルニアでは大腿四頭筋の筋力が低下する。"", ""単純エックス線写真で椎間腔は狭小化する。"", ""再発を繰り返す患者には手術を行う。""]","解答　２．","大腿四頭筋の筋力低下は主にL4神経根障害（L3-L4間のヘルニア）でみられる。L5-S1間のヘルニアではS1神経根が圧迫され、下腿三頭筋の筋力低下やアキレス腱反射の減弱が起こる。単純エックス線では椎間腔の狭小化が観察されることがある。",1
5084,B03-084,"はり師・きゆう師",3,"臨床医学各論","運動器疾患","重傷熱傷でみられないのはどれか。",,"[""低蛋白血症"", ""循環血漿量増加"", ""腎障害"", ""十二指腸潰瘍""]","解答　２．","重症熱傷では、毛細血管の透過性亢進により血漿成分が血管外へ漏出するため、循環血漿量は減少（脱水・ショック状態）する。また、血漿蛋白の喪失による低蛋白血症、急性腎不全、ストレス性潰瘍（カーリング潰瘍）などが合併しやすい。",1
5088,B03-088,"はり師・きゆう師",3,"臨床医学各論","運動器疾患","麻酔について誤っている記述はどれか。",,"[""吸入麻酔には酸素が使用される。"", ""脊椎麻酔は下肢の手術に適用できる。"", ""静脈麻酔は全身麻酔である。"", ""硬膜外麻酔には気道内挿管が必要である。""]","解答　４．","硬膜外麻酔は局所麻酔の一種であり、通常は意識が保たれるため気道内挿管は必須ではない。吸入麻酔では酸素や空気と混合して投与される。脊椎麻酔は下半身の手術に適応され、静脈麻酔は薬物が全身を巡るため全身麻酔に分類される。",1
5243,B04-083,"はり師・きゆう師",4,"臨床医学各論","運動器疾患","疾患と症状との組合せで、正しいのはどれか。",,"[""変形性関節症 … 安静時痛"", ""坐骨神経痛 … 腱反射亢進"", ""脊柱管狭窄症 … 間歇性跛行"", ""胸髄損傷 … 四肢麻痺""]","解答　３．","腰部脊柱管狭窄症の典型的な症状は間歇性跛行である。変形性関節症は運動時痛が主で、胸髄損傷では対麻痺（四肢麻痺は頚髄損傷）となる。",1
5245,B04-085,"はり師・きゆう師",4,"臨床医学各論","運動器疾患","疾患と神経ブロックとの組合せで、正しいのはどれか。",,"[""後頭神経痛 … 硬膜外ブロック"", ""坐骨神経痛 … 星状神経節ブロック"", ""三叉神経痛 … 顔面神経ブロック"", ""五十肩 … 肩甲上神経ブロック""]","解答　４．","五十肩（肩関節周囲炎）の除痛には、肩甲上神経ブロックが有効である。三叉神経痛には三叉神経ブロック、坐骨神経痛には硬膜外ブロックや神経根ブロックが行われる。",1
5246,B04-086,"はり師・きゆう師",4,"臨床医学各論","運動器疾患","骨粗鬆症で、正しい記述はどれか。",,"[""骨の絶対量が減少する。"", ""脊柱は前彎する。"", ""血清カルシウムは低下する。"", ""骨皮質は厚くなる。""]","解答　１．","骨粗鬆症は、骨の化学的組成は正常だが、骨基質と石灰化物の両方が減少して骨の絶対量が減る疾患である。脊柱は後彎し、血清カルシウム値は通常正常範囲内である。",1
5247,B04-087,"はり師・きゆう師",4,"臨床医学各論","運動器疾患","骨折について、正しい記述はどれか。",,"[""粉砕骨折とは、複雑骨折のことである。"", ""骨端部骨折では、関節の機能障害を生じやすい。"", ""骨折部位を中心に約15㎝の副子を当てる。"", ""骨に鋼線を刺入して、牽引する方法を介達牽引法という。""]","解答　２．","骨端部骨折は関節内に及ぶことが多く、関節可動域制限などの機能障害を残しやすい。複雑骨折は開放骨折のことであり、鋼線を用いるのは直達牽引法である。",1
5397,B05-077,"はり師・きゆう師",5,"臨床医学各論","運動器疾患","脊髄損傷の合併症とその処置との組合せで誤っているのはどれか。",,"[""呼吸麻痺 … 酸素マスク"", ""過高熱 … 副腎皮質ステロイド薬"", ""褥創 … 体位変換"", ""尿閉 … 導尿""]","解答　１．","高位頸髄損傷による呼吸麻痺（横隔神経麻痺など）では、酸素マスクだけでは不十分であり、人工呼吸器による換気管理が必要となる。過高熱は自律神経障害によるもので、冷却や薬物療法が行われる。",1
5398,B05-078,"はり師・きゆう師",5,"臨床医学各論","運動器疾患","第４・５腰椎間椎間板ヘルニアの症状で正しいのはどれか。",,"[""膝蓋腱反射消失"", ""ラセーグ徴候陽性"", ""アキレス腱反射消失"", ""母趾底屈力低下""]","解答　２．","L4/L5間のヘルニアではL5神経根が圧迫される。下肢伸展挙上テスト（ラセーグ徴候）は腰椎椎間板ヘルニアで陽性となる。膝蓋腱反射はL4、アキレス腱反射はS1、母趾底屈はS1神経根の支配領域である。",1
5399,B05-079,"はり師・きゆう師",5,"臨床医学各論","運動器疾患","骨疾患で血液検査が正常なのはどれか。",,"[""脊椎カリエス"", ""脊椎側弯症"", ""上皮小体機能亢進症"", ""多発性骨髄腫""]","解答　２．","脊椎側弯症は脊柱の形態的異常であり、炎症や代謝異常を伴わないため血液検査は通常正常である。脊椎カリエスは炎症反応、上皮小体機能亢進症はCa・P値の異常、多発性骨髄腫はM蛋白や貧血などの異常を認める。",1
5561,B06-081,"はり師・きゆう師",6,"臨床医学各論","運動器疾患","外傷性脱臼について正しい記述はどれか。",,"[""関節包は破れていない。"", ""ばね様固定を認める。"", ""習慣性脱臼と陳旧性脱臼とは同じである。"", ""整復後痛みがなければ他動運動を開始する。""]","解答　２．","脱臼の固有症状として、弾発性固定（ばね様固定）と関節空虚がある。外傷性脱臼では通常、関節包の断裂を伴う。習慣性脱臼は軽微な外力で繰り返すもの、陳旧性脱臼は放置されて整復が困難になったものを指し、別物である。",1
5562,B06-082,"はり師・きゆう師",6,"臨床医学各論","運動器疾患","変形性関節症について誤っている記述はどれか。",,"[""成人の半数以上にみられる。"", ""膝関節に好発する。"", ""運動開始時の痛みが特徴である。"", ""強直を起こしやすい。""]","解答　４．","変形性関節症（OA）は関節軟骨の摩耗による退行性疾患であり、運動開始時の痛み（始動時痛）が特徴である。関節可動域制限は生じるが、関節リウマチのように骨性強直（関節が完全に固まること）を起こすことは稀である。",1
